$Date;$Time;FH11_Z4_TEMP_SP;FH11_Z4_TEMP_PV;FH11_Z3_TEMP_PV;FH11_Z3_TEMP_MT;FH11_Z3_TEMP_MB;FH11_Z4_TEMP_MB;FH11_Z4_TEMP_MM;FH11_Z4_TEMP_MT;FH11_Z4_MIX_VLV_POS_PV;FH11_Z4_MIX_PRES_PV;FH11_Z4_MIX_PRES_LL;FH11_Z4_MIX_PRES_HL;FH11_PULL
04/23/18;09:59:37;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.119792;0.6;6;55.42502
04/23/18;09:59:38;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.119792;0.6;6;55.42502
04/23/18;09:59:39;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.134259;0.6;6;55.42502
04/23/18;09:59:40;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.125579;0.6;6;55.42502
04/23/18;09:59:41;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.128472;0.6;6;55.42502
04/23/18;09:59:42;1155;1154.774;1162.008;1162.008;1160.706;1155.498;1154.919;1154.774;23.40856;1.134259;0.6;6;55.42502
04/23/18;09:59:43;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.128472;0.6;6;55.42502
04/23/18;09:59:44;1155;1154.774;1162.008;1162.008;1160.706;1155.498;1154.919;1154.774;23.40856;1.116898;0.6;6;55.42502
04/23/18;09:59:45;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.134259;0.6;6;55.42502
04/23/18;09:59:46;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.125579;0.6;6;55.42502
04/23/18;09:59:47;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.128472;0.6;6;55.42502
04/23/18;09:59:48;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1155.208;1154.774;23.40856;1.134259;0.6;6;55.42502
04/23/18;09:59:49;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1155.208;1154.774;23.40856;1.125579;0.6;6;55.42502
04/23/18;09:59:50;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1155.208;1154.774;23.40856;1.128472;0.6;6;55.42502
04/23/18;09:59:51;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.140046;0.6;6;55.42502
