$Date;$Time;FH11_Z2C_TEMP_SP;FH11_Z2C_TEMP_PV;FH11_Z1C_TEMP_PV;FH11_Z3_TEMP_PV;FH11_Z2_TEMP_LT;FH11_Z2_TEMP_RT;FH11_PULL;FH11_Z2L_MIX_VLV_POS_PV;FH11_Z2R_MIX_VLV_POS_PV;FH11_Z2L_MIX_PRES_PV;FH11_Z2R_MIX_PRES_PV;FH11_Z2_CLN_VLV_POS_PV;FH11_Z2_WG_DMP_POS_PV
08/17/17;10:36:49;1167;1165.625;1178.501;1158.536;1170.833;1170.544;46.01521;28.09606;17.56366;1.082176;0.9403934;17.07176;4.21627
08/17/17;10:36:50;1167;1165.625;1178.573;1158.536;1170.833;1170.544;46.01521;28.09606;17.56366;1.076389;0.9317129;17.07176;4.21627
08/17/17;10:36:51;1167;1165.48;1178.501;1158.536;1170.833;1170.544;46.01521;28.09606;17.56366;1.082176;0.9403934;16.89815;4.21627
08/17/17;10:36:52;1167;1165.48;1178.501;1158.536;1170.833;1170.544;46.01521;28.09606;17.56366;1.076389;0.9288194;16.89815;4.21627
08/17/17;10:36:53;1167;1165.625;1178.501;1158.536;1170.833;1170.544;46.01521;28.09606;17.56366;1.082176;0.9375;16.89815;4.298942
08/17/17;10:36:54;1167;1165.48;1178.429;1158.536;1170.833;1170.544;46.01521;28.09606;17.56366;1.082176;0.9375;16.84028;4.21627
08/17/17;10:36:55;1167;1165.48;1178.356;1158.536;1170.833;1170.544;46.01521;28.09606;17.56366;1.082176;0.9317129;16.89815;4.21627
08/17/17;10:36:56;1167;1165.48;1178.356;1158.536;1170.833;1170.544;46.01521;28.09606;17.56366;1.087963;0.9403934;16.89815;4.298942
08/17/17;10:36:57;1167;1165.48;1178.501;1158.536;1170.833;1170.544;46.01521;28.09606;17.56366;1.073495;0.9317129;16.89815;4.298942
08/17/17;10:36:58;1167;1165.48;1178.356;1158.536;1170.833;1170.399;46.01521;28.09606;17.56366;1.076389;0.9317129;16.89815;4.298942
08/17/17;10:36:59;1167;1165.48;1178.501;1158.391;1170.833;1170.399;46.01521;28.09606;17.56366;1.090856;0.943287;16.89815;4.298942
08/17/17;10:37:00;1167;1165.48;1178.356;1158.391;1170.833;1170.399;46.01521;28.09606;17.56366;1.082176;0.9375;16.89815;4.298942
08/17/17;10:37:01;1167;1165.48;1178.356;1158.391;1170.833;1170.399;46.01521;28.09606;17.56366;1.082176;0.9375;16.89815;4.298942
08/17/17;10:37:02;1167;1165.48;1178.356;1158.536;1170.833;1170.544;46.01521;28.09606;17.70833;1.076389;0.9375;16.89815;4.21627
08/17/17;10:37:03;1167;1165.48;1178.501;1158.391;1170.833;1170.544;46.01521;28.09606;18.05556;1.073495;0.943287;16.89815;4.21627
08/17/17;10:37:04;1167;1165.48;1178.501;1158.536;1170.833;1170.399;46.01521;28.09606;18.05556;1.085069;0.9403934;16.89815;4.21627
08/17/17;10:37:05;1167;1165.336;1178.501;1158.391;1170.833;1170.399;46.01521;28.09606;18.05556;1.076389;0.9403934;16.89815;4.298942
08/17/17;10:37:06;1167;1165.48;1178.501;1158.391;1170.833;1170.399;46.01521;28.09606;18.05556;1.082176;0.943287;16.89815;4.298942
08/17/17;10:37:07;1167;1165.48;1178.501;1158.391;1170.833;1170.399;46.01521;28.09606;18.2581;1.085069;0.9693287;16.89815;4.21627
08/17/17;10:37:08;1167;1165.48;1178.501;1158.391;1170.833;1170.11;46.01521;28.09606;18.2581;1.082176;0.9693287;16.89815;4.298942
08/17/17;10:37:09;1167;1165.48;1178.501;1158.391;1170.833;1170.544;46.01521;28.09606;18.2581;1.085069;0.9693287;16.89815;4.298942
