$Date;$Time;FH11_Z3_TEMP_SP;FH11_Z3_TEMP_PV;FH11_Z2C_TEMP_PV;FH11_Z4_TEMP_PV;FH11_Z3_MIX_VLV_POS_PV;FH11_Z3_MIX_PRES_PV;FH11_PULL
05/04/18;11:32:19;1184;1184.144;1185.735;1180.237;29.7743;1.362847;44.98286
05/04/18;11:32:20;1184;1184.144;1185.735;1180.237;29.7743;1.362847;44.98286
05/04/18;11:32:21;1184;1184.144;1185.735;1180.237;29.7743;1.359954;44.98286
05/04/18;11:32:22;1184;1184.144;1185.735;1180.237;29.7743;1.35706;44.98286
05/04/18;11:32:23;1184;1184.144;1185.735;1180.237;29.7743;1.374421;44.98286
05/04/18;11:32:24;1184;1184.144;1185.735;1180.237;29.7743;1.351273;44.98286
05/04/18;11:32:25;1184;1184.144;1185.735;1180.237;29.7743;1.371528;44.98286
05/04/18;11:32:26;1184;1184.144;1185.735;1180.237;29.7743;1.351273;44.98286
05/04/18;11:32:27;1184;1184.144;1185.88;1180.093;29.7743;1.359954;44.98286
05/04/18;11:32:28;1184;1184.144;1185.735;1180.093;29.7743;1.35706;44.98286
05/04/18;11:32:29;1184;1184.144;1185.735;1180.237;29.7743;1.351273;44.98286
05/04/18;11:32:30;1184;1184.144;1185.735;1180.237;29.7743;1.377315;44.98286
05/04/18;11:32:31;1184;1184.144;1185.735;1180.093;29.7743;1.359954;44.98286
05/04/18;11:32:32;1184;1184.144;1185.735;1180.093;29.7743;1.374421;44.98286
05/04/18;11:32:33;1184;1184.144;1185.735;1180.237;29.7743;1.362847;44.98286
05/04/18;11:32:34;1184;1184.144;1185.735;1180.237;29.7743;1.34838;44.98286
05/04/18;11:32:35;1184;1184.144;1185.735;1180.237;29.7743;1.380208;44.98286
05/04/18;11:32:36;1184;1184.144;1185.735;1180.237;29.7743;1.365741;44.98286
05/04/18;11:32:37;1184;1184.144;1185.735;1180.093;29.7743;1.359954;44.98286
05/04/18;11:32:38;1184;1184.144;1185.88;1180.093;29.7743;1.374421;44.98286
05/04/18;11:32:39;1184;1184.144;1185.735;1180.093;29.7743;1.359954;44.98286
05/04/18;11:32:40;1184;1184.144;1185.735;1180.237;29.7743;1.362847;44.98286
05/04/18;11:32:41;1184;1184.144;1185.735;1180.093;29.7743;1.365741;44.98286
05/04/18;11:32:42;1184;1184.144;1185.735;1180.237;29.7743;1.359954;44.98286
05/04/18;11:32:43;1184;1184.144;1185.735;1180.093;29.7743;1.365741;44.98286
05/04/18;11:32:44;1184;1184.144;1185.735;1180.237;29.7743;1.362847;44.98286
05/04/18;11:32:45;1184;1184.144;1185.735;1180.237;29.7743;1.362847;44.98286
05/04/18;11:32:46;1184;1184.144;1185.88;1180.237;29.7743;1.371528;44.98286
05/04/18;11:32:47;1184;1184.144;1185.735;1180.093;29.7743;1.35706;44.98286
05/04/18;11:32:48;1184;1184.144;1185.735;1180.237;29.7743;1.345486;44.98286
05/04/18;11:32:49;1184;1184.144;1185.735;1180.237;29.7743;1.371528;44.98286
05/04/18;11:32:50;1184;1184.144;1185.735;1180.237;29.7743;1.351273;44.98286
